3 0 0 1200 50
3 0 50 50 600
3 0 650 1200 50
3 1150 50 50 600
 1 800 50 50 50
 1 950 50 50 50
 1 1000 50 50 50
 1 1100 50 50 50
 1 50 100 50 50
 1 100 100 50 50
 1 150 100 50 50
 3 250 100 50 50
 3 500 100 50 50
 1 600 100 50 50
 1 650 100 50 50
 3 700 100 50 50
 3 900 100 50 50
 1 1100 100 50 50
 1 200 150 50 50
 1 300 150 50 50
 3 400 150 50 50
 2 509 159 32 32
 3 600 150 50 50
 2 659 159 32 32
 3 800 150 50 50
 1 850 150 50 50
 1 900 150 50 50
 2 959 159 32 32
 1 1050 150 50 50
 1 1100 150 50 50
 3 100 200 50 50
 1 200 200 50 50
 1 300 200 50 50
 2 359 209 32 32
 1 600 200 50 50
 1 900 200 50 50
 1 950 200 50 50
 3 1000 200 50 50
 1 1050 200 50 50
 1 150 250 50 50
 1 200 250 50 50
 1 300 250 50 50
 1 500 250 50 50
 3 600 250 50 50
 1 700 250 50 50
 1 950 250 50 50
 3 50 300 50 50
 2 109 309 32 32
 1 400 300 50 50
 1 500 300 50 50
 1 700 300 50 50
 1 800 300 50 50
 1 1000 300 50 50
 3 1050 300 50 50
 1 1100 300 50 50
 1 200 350 50 50
 2 309 359 32 32
 1 400 350 50 50
 1 500 350 50 50
 3 600 350 50 50
 1 850 350 50 50
 1 950 350 50 50
 1 1100 350 50 50
 1 150 400 50 50
 1 250 400 50 50
 1 300 400 50 50
 1 450 400 50 50
 1 550 400 50 50
 1 650 400 50 50
 1 750 400 50 50
 1 1100 400 50 50
 1 150 450 50 50
 1 200 450 50 50
 1 400 450 50 50
 1 450 450 50 50
 1 550 450 50 50
 3 600 450 50 50
 1 700 450 50 50
 1 850 450 50 50
 2 909 459 32 32
 1 950 450 50 50
 1 50 500 50 50
 2 159 509 32 32
 2 259 509 32 32
 1 300 500 50 50
 1 350 500 50 50
 1 550 500 50 50
 1 700 500 50 50
 1 950 500 50 50
 1 1050 500 50 50
 1 100 550 50 50
 1 150 550 50 50
 1 350 550 50 50
 1 400 550 50 50
 1 500 550 50 50
 3 600 550 50 50
 2 809 559 32 32
 2 59 609 32 32
 1 200 600 50 50
 1 250 600 50 50
 1 300 600 50 50
 1 350 600 50 50
 1 600 600 50 50
 1 650 600 50 50
 1 700 600 50 50
 1 750 600 50 50
 1 800 600 50 50
 1 950 600 50 50
 1 1000 600 50 50
