3 0 0 1200 50
3 0 50 50 600
3 0 650 1200 50
3 1150 50 50 600
 3 50 50 50 50
 3 100 50 50 50
 3 150 50 50 50
 3 200 50 50 50
 3 250 50 50 50
 3 300 50 50 50
 3 350 50 50 50
 3 400 50 50 50
 3 450 50 50 50
 3 500 50 50 50
 3 550 50 50 50
 3 600 50 50 50
 3 650 50 50 50
 3 700 50 50 50
 3 750 50 50 50
 3 800 50 50 50
 3 850 50 50 50
 3 900 50 50 50
 3 950 50 50 50
 3 1000 50 50 50
 3 1050 50 50 50
 3 1100 50 50 50
 3 50 100 50 50
 3 100 100 50 50
 3 150 100 50 50
 3 200 100 50 50
 3 250 100 50 50
 3 300 100 50 50
 3 350 100 50 50
 3 400 100 50 50
 1 450 100 50 50
 1 500 100 50 50
 1 550 100 50 50
 1 600 100 50 50
 1 650 100 50 50
 1 700 100 50 50
 3 750 100 50 50
 3 800 100 50 50
 3 850 100 50 50
 3 900 100 50 50
 3 950 100 50 50
 3 1000 100 50 50
 3 1050 100 50 50
 3 1100 100 50 50
 3 50 150 50 50
 3 100 150 50 50
 3 150 150 50 50
 3 200 150 50 50
 3 250 150 50 50
 3 300 150 50 50
 2 359 159 32 32
 1 450 150 50 50
 1 500 150 50 50
 1 550 150 50 50
 1 600 150 50 50
 1 650 150 50 50
 1 700 150 50 50
 2 809 159 32 32
 3 850 150 50 50
 3 900 150 50 50
 3 950 150 50 50
 3 1000 150 50 50
 3 1050 150 50 50
 3 1100 150 50 50
 3 50 200 50 50
 3 100 200 50 50
 3 150 200 50 50
 2 209 209 32 32
 1 450 200 50 50
 1 500 200 50 50
 1 550 200 50 50
 1 600 200 50 50
 1 650 200 50 50
 1 700 200 50 50
 2 959 209 32 32
 3 1000 200 50 50
 3 1050 200 50 50
 3 1100 200 50 50
 2 59 259 32 32
 1 400 250 50 50
 1 450 250 50 50
 1 500 250 50 50
 1 550 250 50 50
 1 600 250 50 50
 1 650 250 50 50
 1 700 250 50 50
 1 750 250 50 50
 2 1109 259 32 32
 1 250 300 50 50
 1 300 300 50 50
 1 350 300 50 50
 1 400 300 50 50
 3 450 300 50 50
 3 500 300 50 50
 1 550 300 50 50
 1 600 300 50 50
 3 650 300 50 50
 3 700 300 50 50
 1 750 300 50 50
 1 800 300 50 50
 1 850 300 50 50
 1 900 300 50 50
 1 250 350 50 50
 1 300 350 50 50
 1 350 350 50 50
 3 400 350 50 50
 3 450 350 50 50
 3 500 350 50 50
 1 550 350 50 50
 1 600 350 50 50
 3 650 350 50 50
 3 700 350 50 50
 3 750 350 50 50
 1 800 350 50 50
 1 850 350 50 50
 1 900 350 50 50
 1 50 400 50 50
 1 100 400 50 50
 1 150 400 50 50
 1 200 400 50 50
 1 250 400 50 50
 1 300 400 50 50
 3 350 400 50 50
 3 400 400 50 50
 3 450 400 50 50
 3 500 400 50 50
 1 550 400 50 50
 1 600 400 50 50
 3 650 400 50 50
 3 700 400 50 50
 3 750 400 50 50
 3 800 400 50 50
 1 850 400 50 50
 1 900 400 50 50
 1 950 400 50 50
 1 1000 400 50 50
 1 1050 400 50 50
 1 1100 400 50 50
 1 50 450 50 50
 1 100 450 50 50
 1 150 450 50 50
 1 200 450 50 50
 1 250 450 50 50
 1 300 450 50 50
 1 350 450 50 50
 2 509 459 32 32
 1 550 450 50 50
 1 600 450 50 50
 2 659 459 32 32
 1 800 450 50 50
 1 850 450 50 50
 1 900 450 50 50
 1 950 450 50 50
 1 1000 450 50 50
 1 1050 450 50 50
 1 1100 450 50 50
 3 50 500 50 50
 3 100 500 50 50
 3 150 500 50 50
 1 200 500 50 50
 1 250 500 50 50
 1 300 500 50 50
 1 350 500 50 50
 1 550 500 50 50
 1 600 500 50 50
 1 800 500 50 50
 1 850 500 50 50
 1 900 500 50 50
 1 950 500 50 50
 3 1000 500 50 50
 3 1050 500 50 50
 3 1100 500 50 50
 2 59 559 32 32
 2 359 559 32 32
 1 550 550 50 50
 1 600 550 50 50
 2 809 559 32 32
 2 1109 559 32 32
 1 550 600 50 50
 1 600 600 50 50
