3 0 0 1200 50
3 0 50 50 600
3 0 650 1200 50
3 1150 50 50 600
 1 300 50 50 50
 1 350 50 50 50
 3 650 50 50 50
 1 800 50 50 50
 1 950 50 50 50
 1 100 100 50 50
 1 150 100 50 50
 1 300 100 50 50
 1 350 100 50 50
 2 509 109 32 32
 3 700 100 50 50
 1 750 100 50 50
 1 800 100 50 50
 1 900 100 50 50
 3 950 100 50 50
 3 1050 100 50 50
 3 1100 100 50 50
 1 100 150 50 50
 3 150 150 50 50
 1 200 150 50 50
 3 250 150 50 50
 3 300 150 50 50
 1 350 150 50 50
 1 550 150 50 50
 3 600 150 50 50
 3 650 150 50 50
 1 700 150 50 50
 1 750 150 50 50
 1 800 150 50 50
 1 900 150 50 50
 3 950 150 50 50
 3 1000 150 50 50
 2 1059 159 32 32
 1 50 200 50 50
 1 200 200 50 50
 3 400 200 50 50
 3 450 200 50 50
 3 500 200 50 50
 1 600 200 50 50
 1 850 200 50 50
 1 1000 200 50 50
 2 159 259 32 32
 1 200 250 50 50
 1 400 250 50 50
 1 650 250 50 50
 2 809 259 32 32
 1 1100 250 50 50
 1 50 300 50 50
 1 200 300 50 50
 2 259 309 32 32
 1 350 300 50 50
 1 450 300 50 50
 1 500 300 50 50
 1 700 300 50 50
 1 850 300 50 50
 1 900 300 50 50
 1 950 300 50 50
 1 1000 300 50 50
 3 1050 300 50 50
 1 50 350 50 50
 3 100 350 50 50
 1 250 350 50 50
 1 300 350 50 50
 1 450 350 50 50
 3 500 350 50 50
 3 550 350 50 50
 3 650 350 50 50
 1 750 350 50 50
 1 800 350 50 50
 3 850 350 50 50
 1 900 350 50 50
 3 1050 350 50 50
 1 1100 350 50 50
 3 100 400 50 50
 1 150 400 50 50
 1 200 400 50 50
 1 250 400 50 50
 1 350 400 50 50
 1 550 400 50 50
 1 750 400 50 50
 1 850 400 50 50
 3 900 400 50 50
 1 1050 400 50 50
 1 1100 400 50 50
 1 100 450 50 50
 1 150 450 50 50
 3 250 450 50 50
 3 300 450 50 50
 3 400 450 50 50
 1 550 450 50 50
 1 600 450 50 50
 1 1100 450 50 50
 1 50 500 50 50
 3 150 500 50 50
 3 200 500 50 50
 1 250 500 50 50
 1 300 500 50 50
 1 350 500 50 50
 1 400 500 50 50
 3 450 500 50 50
 1 650 500 50 50
 1 700 500 50 50
 1 750 500 50 50
 1 800 500 50 50
 1 900 500 50 50
 3 950 500 50 50
 3 1000 500 50 50
 2 1059 509 32 32
 1 150 550 50 50
 1 200 550 50 50
 2 259 559 32 32
 3 500 550 50 50
 1 550 550 50 50
 2 659 559 32 32
 1 850 550 50 50
 3 950 550 50 50
 1 150 600 50 50
 1 750 600 50 50
 1 800 600 50 50
 1 850 600 50 50
 3 900 600 50 50
 2 959 609 32 32
