3 0 0 1200 50
3 0 50 50 600
3 0 650 1200 50
3 1150 50 50 600
 2 59 59 32 32
 1 100 50 50 50
 1 150 50 50 50
 3 350 50 50 50
 3 400 50 50 50
 2 459 59 32 32
 3 550 50 50 50
 3 600 50 50 50
 2 709 59 32 32
 3 750 50 50 50
 3 800 50 50 50
 1 1000 50 50 50
 1 1050 50 50 50
 2 1109 59 32 32
 1 50 100 50 50
 1 100 100 50 50
 1 150 100 50 50
 3 350 100 50 50
 3 400 100 50 50
 3 550 100 50 50
 3 600 100 50 50
 3 750 100 50 50
 3 800 100 50 50
 1 1000 100 50 50
 1 1050 100 50 50
 1 1100 100 50 50
 3 50 250 50 50
 3 100 250 50 50
 3 150 250 50 50
 1 200 250 50 50
 1 250 250 50 50
 1 300 250 50 50
 3 350 250 50 50
 3 400 250 50 50
 3 550 250 50 50
 3 600 250 50 50
 3 750 250 50 50
 3 800 250 50 50
 1 850 250 50 50
 1 900 250 50 50
 1 950 250 50 50
 3 1000 250 50 50
 3 1050 250 50 50
 3 1100 250 50 50
 1 50 300 50 50
 1 100 300 50 50
 1 150 300 50 50
 1 350 300 50 50
 1 400 300 50 50
 1 550 300 50 50
 1 600 300 50 50
 1 750 300 50 50
 1 800 300 50 50
 1 1000 300 50 50
 1 1050 300 50 50
 1 1100 300 50 50
 2 59 359 32 32
 2 359 359 32 32
 2 809 359 32 32
 2 1109 359 32 32
 1 50 400 50 50
 1 100 400 50 50
 1 150 400 50 50
 1 350 400 50 50
 1 400 400 50 50
 1 550 400 50 50
 1 600 400 50 50
 1 750 400 50 50
 1 800 400 50 50
 1 1000 400 50 50
 1 1050 400 50 50
 1 1100 400 50 50
 1 50 450 50 50
 1 100 450 50 50
 1 150 450 50 50
 3 200 450 50 50
 3 250 450 50 50
 3 300 450 50 50
 1 350 450 50 50
 1 400 450 50 50
 3 450 450 50 50
 3 500 450 50 50
 1 550 450 50 50
 1 600 450 50 50
 3 650 450 50 50
 3 700 450 50 50
 1 750 450 50 50
 1 800 450 50 50
 3 850 450 50 50
 3 900 450 50 50
 3 950 450 50 50
 1 1000 450 50 50
 1 1050 450 50 50
 1 1100 450 50 50
 2 259 509 32 32
 2 509 509 32 32
 2 659 509 32 32
 2 909 509 32 32
 3 50 550 50 50
 3 100 550 50 50
 3 150 550 50 50
 3 350 550 50 50
 3 400 550 50 50
 3 550 550 50 50
 3 600 550 50 50
 3 750 550 50 50
 3 800 550 50 50
 3 1000 550 50 50
 3 1050 550 50 50
 3 1100 550 50 50
 1 50 600 50 50
 1 100 600 50 50
 1 150 600 50 50
 1 350 600 50 50
 1 400 600 50 50
 1 550 600 50 50
 1 600 600 50 50
 1 750 600 50 50
 1 800 600 50 50
 1 1000 600 50 50
 1 1050 600 50 50
 1 1100 600 50 50
