3 0 0 1200 50
3 0 50 50 600
3 0 650 1200 50
3 1150 50 50 600
 2 59 59 32 32
 1 150 50 50 50
 1 200 50 50 50
 1 250 50 50 50
 1 300 50 50 50
 1 350 50 50 50
 1 400 50 50 50
 1 450 50 50 50
 1 500 50 50 50
 1 650 50 50 50
 1 700 50 50 50
 1 750 50 50 50
 1 800 50 50 50
 1 850 50 50 50
 1 900 50 50 50
 1 950 50 50 50
 1 1000 50 50 50
 2 1109 59 32 32
 1 150 100 50 50
 1 200 100 50 50
 1 250 100 50 50
 1 300 100 50 50
 1 350 100 50 50
 1 400 100 50 50
 1 450 100 50 50
 1 500 100 50 50
 1 550 100 50 50
 1 600 100 50 50
 1 650 100 50 50
 1 700 100 50 50
 1 750 100 50 50
 1 800 100 50 50
 1 850 100 50 50
 1 900 100 50 50
 1 950 100 50 50
 1 1000 100 50 50
 3 50 150 50 50
 3 100 150 50 50
 3 150 150 50 50
 3 200 150 50 50
 1 250 150 50 50
 1 300 150 50 50
 1 350 150 50 50
 3 400 150 50 50
 3 450 150 50 50
 3 500 150 50 50
 1 550 150 50 50
 1 600 150 50 50
 3 650 150 50 50
 3 700 150 50 50
 3 750 150 50 50
 1 800 150 50 50
 1 850 150 50 50
 1 900 150 50 50
 3 950 150 50 50
 3 1000 150 50 50
 3 1050 150 50 50
 3 1100 150 50 50
 1 50 200 50 50
 1 100 200 50 50
 1 150 200 50 50
 1 200 200 50 50
 2 509 209 32 32
 2 659 209 32 32
 1 950 200 50 50
 1 1000 200 50 50
 1 1050 200 50 50
 1 1100 200 50 50
 1 50 250 50 50
 1 100 250 50 50
 1 150 250 50 50
 1 200 250 50 50
 3 250 250 50 50
 3 300 250 50 50
 3 350 250 50 50
 1 400 250 50 50
 1 450 250 50 50
 1 500 250 50 50
 3 550 250 50 50
 3 600 250 50 50
 1 650 250 50 50
 1 700 250 50 50
 1 750 250 50 50
 3 800 250 50 50
 3 850 250 50 50
 3 900 250 50 50
 1 950 250 50 50
 1 1000 250 50 50
 1 1050 250 50 50
 1 1100 250 50 50
 2 59 309 32 32
 1 150 300 50 50
 1 200 300 50 50
 1 250 300 50 50
 2 309 309 32 32
 1 400 300 50 50
 1 450 300 50 50
 1 500 300 50 50
 1 550 300 50 50
 1 600 300 50 50
 1 650 300 50 50
 1 700 300 50 50
 1 750 300 50 50
 2 859 309 32 32
 1 900 300 50 50
 1 950 300 50 50
 1 1000 300 50 50
 2 1109 309 32 32
 1 150 350 50 50
 1 200 350 50 50
 1 250 350 50 50
 1 400 350 50 50
 1 450 350 50 50
 1 500 350 50 50
 1 550 350 50 50
 1 600 350 50 50
 1 650 350 50 50
 1 700 350 50 50
 1 750 350 50 50
 1 900 350 50 50
 1 950 350 50 50
 1 1000 350 50 50
 3 50 400 50 50
 3 100 400 50 50
 3 150 400 50 50
 3 200 400 50 50
 1 250 400 50 50
 1 300 400 50 50
 1 350 400 50 50
 3 400 400 50 50
 3 450 400 50 50
 3 500 400 50 50
 1 550 400 50 50
 1 600 400 50 50
 3 650 400 50 50
 3 700 400 50 50
 3 750 400 50 50
 1 800 400 50 50
 1 850 400 50 50
 1 900 400 50 50
 3 950 400 50 50
 3 1000 400 50 50
 3 1050 400 50 50
 3 1100 400 50 50
 2 59 459 32 32
 1 150 450 50 50
 1 200 450 50 50
 1 250 450 50 50
 2 459 459 32 32
 1 500 450 50 50
 1 550 450 50 50
 1 600 450 50 50
 1 650 450 50 50
 2 709 459 32 32
 1 900 450 50 50
 1 950 450 50 50
 1 1000 450 50 50
 2 1109 459 32 32
 1 150 500 50 50
 1 200 500 50 50
 1 250 500 50 50
 1 500 500 50 50
 1 550 500 50 50
 1 600 500 50 50
 1 650 500 50 50
 1 900 500 50 50
 1 950 500 50 50
 1 1000 500 50 50
 1 50 550 50 50
 1 100 550 50 50
 1 150 550 50 50
 1 200 550 50 50
 3 250 550 50 50
 3 300 550 50 50
 3 350 550 50 50
 3 550 550 50 50
 3 600 550 50 50
 3 800 550 50 50
 3 850 550 50 50
 3 900 550 50 50
 1 950 550 50 50
 1 1000 550 50 50
 1 1050 550 50 50
 1 1100 550 50 50
 1 50 600 50 50
 1 100 600 50 50
 1 150 600 50 50
 1 200 600 50 50
 1 250 600 50 50
 1 300 600 50 50
 1 350 600 50 50
 1 550 600 50 50
 1 600 600 50 50
 1 800 600 50 50
 1 850 600 50 50
 1 900 600 50 50
 1 950 600 50 50
 1 1000 600 50 50
 1 1050 600 50 50
 1 1100 600 50 50
